domain_ar,program_name_ar,specialization_ar,program_code,institution_ar,university_ar,bac_type_ar,formula_T,cutoff_2024
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,113.505
,المعهد العالي للإعلامية و الملتيميديا بقابس (جامعة قابس(,,,,,الإعلامية والوسائط المتعددة,FG+(M+Info)/2,123.83
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,119.433
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,149.356
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,120.2
,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,,,,,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,FG+(M+Info)/2,86.117
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,100.673
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,125.19
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,96.69
,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,,,,,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,FG+(M+Info)/2,83.489
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,108.529
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,125.495
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,95.527
,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,,,,,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,FG+(M+Info)/2,125.545
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,116.411
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,146.16
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,118.415
,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان (جامعة القيروان(,,,,,الإعلامية والوسائط المتعددة,FG+(M+Info)/2,114.435
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,113.208
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,150.105
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,113.458
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين (جامعة القيروان(,,,,,,FG+(M+Info)/2,93.95
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,102.812
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,117.33
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,93.625
,كلية العلوم و التقنيات بسيدي بوزيد (جامعة القيروان(,,,,,,FG+(M+Info)/2,84.672
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,98.77
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,117.875
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,96.935
,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,,,,,-هندسة البرمجيات ونظم المعلومات -الإعلامية والوسائط المتعددة,FG+(M+Info)/2,127.445
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,119.24
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,145.338
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,126.68
,المعهد العالي للغات التطبيقية والاعلامية بباجة (جامعة جندوبة(,,,,,,FG+(M+Info)/2,127.82
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,122.26
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,135.04
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,131.89
,كلية العلوم بتونس (جامعة تونس المنار (,,,,,الإجازة في هندسة نظم الإعلامية,FG+(M+Info)/2,170.761
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+Info)/2,158.06
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,176.529
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,181.686
,المعهد العالي للاعلامية (جامعة تونس المنار(,,,,,,FG+(M+Info)/2,180.862
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,169.675
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,184.375
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,188.079
,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية (جامعة قرطاج(,,,,,,FG+(M+Info)/2,161.099
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,148.671
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,171.821
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,168.509
,كلية العلوم ببنزرت (جامعة قرطاج(,,,,,,FG+(M+Info)/2,143.64
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,126.645
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,161.634
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,147.115
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر (جامعة قرطاج(,,,,,,FG+(M+Info)/2,135.746
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,123.035
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,160.008
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,138.298
,المعهد العالي للاعلامية و تكنولوجيات الأتصال بسوسة (جامعة سوسة(,,,,,,FG+(M+Info)/2,145.045
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,134.226
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,178.348
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,143.135
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة (جامعة سوسة(,,,,,,FG+(M+Info)/2,147.211
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,138.99
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,185.907
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,149.527
,-النظم المحمولة وأنترنات الأشياء -هندسة الشبكات والنظم,,,,,,FG+(M+Info)/2,139.485
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,129.03
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,162.132
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,140.215
,-النظم المحمولة وأنترنات الأشياء -هندسة الشبكات والنظم,,,,,,FG+(M+Info)/2,138.145
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,122.863
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,156.295
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,119.92
,كلية العلوم بقابس (جامعة قابس(,,,,,,FG+(M+Info)/2,97.632
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,105.763
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,140.2
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,104.64
,المعهد العالي للإعلامية و الملتيميديا بقابس (جامعة قابس(,,,,,,FG+(M+Info)/2,100.139
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,111.583
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,154.626
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,103.688
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة (جامعة قفصة(,,,,,,FG+(M+Info)/2,88.957
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,104.293
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,125.77
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,84.79
,المعهد العالي للإعلامية و التصرف بالقيروان (جامعة القيروان(,,,,,,FG+(M+Info)/2,106.685
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,109.058
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,144.734
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,108.01
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان (جامعة القيروان(,,,,,,FG+(M+Info)/2,82.36
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,105.337
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,142.19
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,98.9
,-النظم المحمولة وأنترنات الأشياء -هندسة الشبكات والنظم -الإلكترونيات والبصريات للأنظمة المحمولة,,,,,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان (جامعة القيروان(,FG+(M+Info)/2,94.415
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,108.505
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,141.86
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,106.195
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين (جامعة القيروان(,,,,,,FG+(M+Info)/2,82.557
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,94.772
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,118.115
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,77.053
,المعهد العالي للإعلامية بالكاف (جامعة جندوبة(,,,,,,FG+(M+Info)/2,112.49
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,113.87
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,137.308
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,114.24
,كلية العلوم بالمنستير (جامعة المنستير (,,,,,,FG+(M+SP)/2,101.276
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,100.439
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,108.953
,المعهد العالي للبيوتكنولوجيا بصفاقس (جامعة صفاقس (,,,,,,FG+(M+SP)/2,102.892
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,108.6
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,116.535
,كلية العلوم بقابس (جامعة قابس(,,,,,,FG+(M+SP)/2,50550.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,77.789
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,77.547
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية (جامعة المنستير (,,,,,,FG+(M+SP)/2,87.341
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,81.992
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,99.555
,المعهد العالي للد ارسات التكنولوجية ب اردس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الشبكات والخدمات الإعلامية -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,FG+(M+Info)/2,163.293
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,143.54
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,142.117
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,155.205
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,170.703
,المعهد العالي للد ارسات التكنولوجية بالشرقية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الشبكات والخدمات الإعلامية -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,FG+(M+Info)/2,169.349
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,147.205
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,141.117
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,156.005
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,169.333
,المعهد العالي للد ارسات التكنولوجية ببنزرت (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الشبكات والخدمات الإعلامية -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,FG+(M+Info)/2,145.761
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,129.16
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,129.505
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,150.275
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,148.695
,-الشبكات والخدمات الإعلامية -الملتيميديا وتطوير الواب -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,,,,,-الشبكات والخدمات الإعلامية -الملتيميديا وتطوير الواب -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,FG+(M+Info)/2,148.73
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,133.916
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,133.258
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,156.465
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,153.565
,المعهد العالي للد ارسات التكنولوجية بقليبية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+Info)/2,136.093
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,121.465
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,123.7
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,145.344
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,137.442
,المعهد العالى للد ارسات التكنولوجية بزغوان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الشبكات والخدمات الإعلامية -الملتيميديا وتطوير الواب -تطوير أنظمة المعلومات,FG+(M+Info)/2,133.165
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,117.94
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,117.76
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,136.015
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,133.385
,-الشبكات والخدمات الإعلامية -الملتيميديا وتطوير الواب -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,,,,,-الشبكات والخدمات الإعلامية -الملتيميديا وتطوير الواب -تطوير أنظمة المعلومات -الأنظمة المحمولة والجوالة,FG+(M+Info)/2,144.439
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,132.156
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,139.239
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,162.217
